Student_ID,Age,Grade_Level,Prior_CT_Experience,Tool_Used,Abstraction_Score,Algorithmic_Thinking_Score,Decomposition_Score,Pattern_Recognition_Score,Debugging_Score,Creative_Expression_Score,Tool_Session_Count,Time_Spent_Per_Session,Tasks_Completed,Tool_Features_Used,Lines_of_Code,Pre_Test_Score,Post_Test_Score,Improvement_Score,Critical_Thinking_Score,Collaboration_Score,Engagement_Level,Motivation_Score,Error_Rate,Feedback_Received,Skill_Improvement_Category,CT_Mastery_Level,Tool_Effectiveness
S00200,17,Middle,Beginner,Blockly,5,5,5,5,3,3,9,34,7,2,87,61,78,17,4,5,4,4,6,3,2,Proficient,High
S00201,15,Middle,Intermediate,Blockly,5,5,5,4,1,4,9,38,8,5,286,42,64,22,3,4,3,3,3,3,1,Expert,Low
S00202,23,High,Intermediate,Python,3,2,4,3,1,4,3,54,11,3,248,70,89,19,2,5,5,4,6,4,1,Beginner,Medium
S00203,28,High,Beginner,Micro:bit,3,2,1,5,3,4,10,60,7,2,494,47,68,21,5,4,5,5,6,4,1,Beginner,Medium
S00204,25,Middle,Beginner,Micro:bit,3,3,3,3,4,4,3,60,7,2,134,56,68,12,4,5,3,5,5,3,2,Expert,High
S00205,34,Middle,Intermediate,Python,3,4,5,4,4,4,6,29,15,3,447,43,58,15,2,5,3,5,4,1,2,Expert,High
S00206,31,High,None,Blockly,2,3,5,4,1,5,10,32,19,4,150,47,62,15,3,5,4,3,3,1,2,Developing,Low
S00207,22,High,None,Micro:bit,3,4,4,3,1,5,6,48,5,5,108,60,84,24,5,5,5,3,6,4,1,Beginner,Medium
S00208,26,High,Intermediate,Blockly,3,4,1,5,1,5,6,55,15,2,474,70,81,11,4,4,3,2,2,3,1,Proficient,Low
S00209,31,Middle,None,Python,4,4,4,4,5,5,9,45,16,3,212,40,61,21,5,3,4,5,2,2,2,Developing,High
S00210,28,High,Intermediate,Blockly,3,3,2,5,1,3,10,40,9,3,136,54,71,17,2,5,4,2,2,3,2,Proficient,Low
S00211,20,Middle,Intermediate,Micro:bit,5,4,5,5,2,5,4,43,15,5,402,42,60,18,3,4,4,4,4,3,1,Beginner,Medium
S00212,35,Middle,Beginner,Scratch,3,3,1,4,4,3,8,29,17,5,224,69,89,20,4,3,3,3,3,3,1,Beginner,High
S00213,17,Middle,None,Micro:bit,3,3,5,3,2,3,4,36,16,5,132,66,77,11,4,4,3,4,3,3,2,Expert,Medium
S00214,34,Middle,Beginner,Scratch,3,2,4,5,2,5,4,27,5,4,214,64,74,10,5,3,5,5,3,3,2,Developing,Medium
S00215,27,High,Beginner,Scratch,4,4,3,2,2,5,4,52,18,4,306,43,60,17,4,4,3,4,2,1,2,Beginner,High
S00216,35,Middle,Beginner,Python,2,2,2,4,1,5,7,38,9,3,193,55,69,14,4,5,5,2,4,1,1,Beginner,Medium
S00217,34,High,Intermediate,Micro:bit,3,4,3,4,4,4,4,28,18,2,373,45,58,13,2,4,5,4,2,2,2,Developing,Low
S00218,19,Middle,Beginner,Micro:bit,5,3,3,3,2,4,8,34,7,5,321,70,87,17,3,3,4,4,5,1,1,Expert,Medium
S00219,20,Middle,Intermediate,Blockly,4,2,5,3,5,4,6,41,15,5,365,55,75,20,5,5,5,5,6,4,1,Beginner,High
S00220,35,Middle,None,Scratch,5,2,5,5,1,5,6,26,8,5,313,46,60,14,4,3,5,5,4,1,1,Beginner,Medium
S00221,17,Middle,Intermediate,Blockly,4,5,5,4,1,3,4,51,6,2,177,40,64,24,4,4,3,2,4,4,1,Developing,Low
S00222,23,Middle,Intermediate,Micro:bit,3,2,5,3,1,4,8,30,14,5,368,62,76,14,3,5,5,2,3,2,2,Beginner,Low
S00223,20,Middle,Intermediate,Python,3,5,3,5,1,3,6,45,10,5,302,46,67,21,5,3,5,4,6,3,1,Developing,Medium
S00224,23,High,None,Python,4,4,1,5,1,4,10,57,20,4,152,40,52,12,3,5,3,4,6,1,1,Proficient,Low
S00225,33,High,Beginner,Scratch,3,5,1,2,4,5,8,50,16,5,265,62,81,19,3,3,3,4,6,1,1,Expert,Low
S00226,30,Middle,Beginner,Python,5,4,2,5,1,4,8,38,10,2,388,43,60,17,3,3,3,5,3,2,1,Developing,High
S00227,15,High,Beginner,Micro:bit,3,5,1,2,3,5,6,26,19,2,222,53,73,20,4,4,4,2,4,4,2,Proficient,Medium
S00228,34,High,None,Micro:bit,4,4,5,5,5,4,4,43,20,4,137,44,55,11,2,5,3,5,6,4,2,Expert,Medium
S00229,25,High,Intermediate,Blockly,5,5,2,4,4,4,3,29,19,2,299,48,70,22,2,4,4,2,2,3,2,Developing,Medium
S00230,32,High,Beginner,Micro:bit,4,4,1,5,5,3,9,59,18,5,116,57,82,25,5,4,3,4,4,1,1,Developing,Medium
S00231,32,Middle,Intermediate,Micro:bit,3,2,4,5,3,4,6,45,17,3,262,63,88,25,3,4,5,5,5,4,1,Beginner,Medium
S00232,31,High,Beginner,Scratch,2,3,5,5,1,4,10,53,19,5,161,60,71,11,5,4,4,5,2,4,2,Proficient,High
S00233,16,High,Intermediate,Python,2,3,2,3,2,3,9,54,13,4,281,49,69,20,3,5,3,5,5,1,2,Developing,Medium
S00234,28,High,Beginner,Micro:bit,2,3,1,4,3,4,6,26,5,3,164,51,72,21,2,4,4,3,5,4,1,Beginner,Medium
S00235,19,High,None,Micro:bit,4,5,4,2,1,5,9,37,18,5,477,53,73,20,4,5,4,3,4,4,1,Expert,Low
S00236,34,High,Intermediate,Scratch,5,3,5,3,4,5,3,28,8,5,242,61,73,12,3,4,3,4,5,3,1,Beginner,Low
S00237,22,Middle,Beginner,Blockly,3,2,5,5,5,5,3,54,13,2,490,67,88,21,2,4,5,4,5,4,1,Proficient,Low
S00238,18,High,Intermediate,Python,2,3,2,5,1,4,3,56,17,5,230,41,55,14,2,5,4,5,2,3,2,Beginner,High
S00239,30,High,None,Scratch,3,4,3,2,5,5,10,25,7,4,232,40,58,18,3,5,5,5,5,4,2,Developing,High
S00240,24,High,None,Micro:bit,3,5,3,4,2,5,9,50,6,2,194,51,71,20,4,4,5,2,4,3,2,Developing,Low
S00241,31,Middle,Intermediate,Blockly,2,5,5,5,2,5,7,43,13,3,427,66,81,15,4,5,3,4,2,2,2,Beginner,High
S00242,18,Middle,Intermediate,Blockly,2,4,1,5,1,5,10,57,13,3,264,70,80,10,4,4,3,4,2,2,1,Beginner,Low
S00243,30,High,Beginner,Scratch,4,2,2,3,5,4,8,54,6,5,296,68,80,12,2,3,4,2,2,2,2,Developing,Medium
S00244,34,Middle,Beginner,Blockly,4,3,3,4,1,4,8,36,9,5,140,59,82,23,3,3,4,2,4,3,2,Expert,Low
S00245,19,Middle,None,Python,2,4,5,3,1,5,6,32,13,3,316,49,59,10,2,5,5,5,5,4,2,Developing,Medium
S00246,13,High,Beginner,Scratch,2,3,3,5,2,4,5,40,14,3,308,50,74,24,4,4,5,4,2,1,2,Expert,High
S00247,26,High,Beginner,Python,3,3,2,5,4,3,6,57,12,3,113,41,62,21,2,5,5,3,6,4,2,Proficient,Low
S00248,22,High,Beginner,Blockly,4,2,4,2,4,4,4,45,15,4,284,63,75,12,5,4,3,4,4,3,1,Beginner,Medium
S00249,25,High,Intermediate,Python,4,4,1,3,4,3,3,42,16,5,366,41,62,21,4,4,5,5,3,4,1,Proficient,High
S00250,31,Middle,Beginner,Python,3,4,1,5,5,3,5,32,19,3,352,50,72,22,5,4,3,5,5,1,2,Expert,High
S00251,29,High,None,Blockly,4,4,2,3,3,5,10,51,17,5,317,61,77,16,5,5,5,5,4,4,1,Expert,High
S00252,23,Middle,None,Micro:bit,4,5,5,2,1,3,4,28,16,4,343,52,66,14,4,3,5,4,6,3,2,Expert,High
S00253,34,High,Intermediate,Scratch,4,3,1,2,5,5,5,52,16,2,369,51,75,24,4,3,5,2,3,1,2,Expert,Medium
S00254,21,Middle,Intermediate,Python,4,5,2,5,5,4,5,51,13,2,250,61,73,12,2,5,3,2,6,2,1,Developing,Low
S00255,21,Middle,None,Python,5,5,1,4,5,3,6,39,19,4,227,65,84,19,5,4,5,5,2,2,1,Expert,Medium
S00256,32,Middle,Intermediate,Scratch,5,4,5,3,2,4,6,29,11,4,301,63,80,17,2,3,3,2,3,2,1,Expert,Medium
S00257,35,Middle,Beginner,Scratch,2,4,5,4,4,5,10,51,13,4,466,60,82,22,5,5,3,5,3,3,2,Proficient,Medium
S00258,27,Middle,Intermediate,Scratch,5,3,3,5,4,5,6,40,18,5,140,53,78,25,3,4,5,4,6,3,2,Proficient,High
S00259,22,Middle,Beginner,Micro:bit,3,4,1,5,5,4,9,35,11,4,479,70,91,21,2,3,3,4,2,3,2,Developing,Medium
S00260,26,High,Intermediate,Python,2,4,2,4,3,5,9,55,13,2,238,42,53,11,2,3,3,5,2,3,2,Developing,Low
S00261,30,High,Intermediate,Python,2,2,5,4,3,5,4,52,9,2,355,66,86,20,2,4,3,2,2,4,1,Proficient,High
S00262,19,High,None,Python,2,2,3,3,1,4,5,56,7,2,330,70,82,12,2,4,5,2,5,1,2,Beginner,High
S00263,24,High,None,Scratch,3,4,1,4,5,4,10,32,7,5,180,49,69,20,5,3,5,4,4,2,2,Proficient,Medium
S00264,31,High,Intermediate,Micro:bit,2,4,2,3,2,4,6,58,6,5,273,44,68,24,2,5,5,2,2,4,1,Expert,High
S00265,23,Middle,Intermediate,Blockly,2,5,4,5,1,5,9,26,15,5,101,65,79,14,5,3,4,2,3,3,1,Developing,High
S00266,27,Middle,Intermediate,Python,4,4,3,4,4,3,8,56,6,2,478,61,76,15,3,5,5,3,4,3,2,Beginner,High
S00267,21,Middle,Beginner,Blockly,5,4,2,2,2,5,4,53,16,3,192,53,63,10,4,3,3,3,3,2,1,Proficient,Medium
S00268,13,Middle,Intermediate,Blockly,5,3,4,5,2,3,8,60,14,4,208,70,94,24,5,5,4,3,4,1,2,Proficient,Low
S00269,22,High,None,Python,4,2,1,4,1,5,6,26,20,4,487,54,78,24,5,3,3,3,6,2,2,Proficient,High
S00270,34,High,Intermediate,Scratch,2,4,4,2,5,3,10,42,5,3,302,66,85,19,2,4,4,4,5,2,1,Beginner,Medium
S00271,12,High,Beginner,Python,4,2,2,3,1,4,3,27,17,4,421,56,80,24,4,3,3,3,6,3,1,Developing,Low
S00272,29,High,None,Micro:bit,5,3,3,2,2,5,3,34,10,2,259,53,70,17,5,5,5,2,3,1,2,Beginner,High
S00273,12,High,Intermediate,Blockly,3,2,3,5,1,3,7,43,19,5,433,55,71,16,5,3,4,2,6,1,2,Expert,Medium
S00274,19,High,None,Micro:bit,5,4,1,3,5,3,4,36,6,2,159,44,59,15,5,4,4,2,5,2,1,Beginner,Low
S00275,34,Middle,None,Scratch,2,5,5,5,5,4,9,56,11,5,145,61,71,10,2,3,3,3,5,4,1,Proficient,Low
S00276,24,Middle,None,Python,2,2,1,4,2,4,7,52,8,3,413,45,59,14,2,4,5,5,4,4,2,Developing,Medium
S00277,28,Middle,Intermediate,Blockly,5,4,3,5,5,3,8,51,11,3,327,67,85,18,5,4,5,3,6,4,2,Proficient,High
S00278,34,Middle,Beginner,Blockly,2,5,2,5,1,5,3,26,8,4,138,58,70,12,4,4,5,4,4,2,1,Expert,High
S00279,26,Middle,Beginner,Blockly,5,4,2,3,2,5,6,43,15,4,290,66,90,24,2,4,4,2,2,2,2,Developing,High
S00280,33,High,Beginner,Python,4,4,2,3,4,3,7,56,5,4,257,60,70,10,5,4,3,5,5,4,2,Expert,Low
S00281,20,High,Beginner,Scratch,2,4,5,5,5,4,3,35,14,2,214,61,79,18,3,3,3,3,6,2,2,Expert,Low
S00282,26,Middle,Beginner,Blockly,4,5,3,3,1,3,10,58,12,3,371,65,75,10,2,5,3,4,6,4,2,Proficient,High
S00283,34,Middle,None,Micro:bit,5,4,4,3,2,5,8,49,17,4,279,45,66,21,5,5,3,2,5,3,1,Beginner,High
S00284,13,Middle,Beginner,Blockly,5,3,2,3,4,4,5,43,20,3,347,44,57,13,3,5,4,4,6,2,1,Proficient,Low
S00285,21,High,None,Micro:bit,2,5,2,4,1,5,9,31,19,2,426,60,79,19,3,4,3,2,2,3,1,Developing,Low
S00286,14,High,None,Python,3,4,2,4,5,3,9,37,16,5,162,48,65,17,3,4,4,4,4,2,1,Beginner,High
S00287,34,Middle,Intermediate,Scratch,2,4,5,4,3,5,9,59,17,3,320,41,58,17,4,5,4,3,3,4,1,Developing,High
S00288,32,High,Beginner,Micro:bit,5,4,1,2,2,3,3,43,13,4,391,59,79,20,5,3,5,2,3,2,1,Proficient,Medium
S00289,16,High,None,Python,3,3,2,5,2,3,4,50,12,4,369,55,67,12,5,5,5,4,5,2,2,Expert,Low
S00290,34,Middle,None,Blockly,4,3,5,3,5,4,7,33,11,4,483,43,60,17,3,4,4,3,6,3,2,Developing,High
S00291,12,High,Beginner,Blockly,4,2,5,5,2,4,10,27,8,4,159,43,64,21,3,4,4,2,3,2,2,Proficient,High
S00292,17,High,None,Scratch,2,2,3,2,2,4,6,38,17,2,409,40,58,18,3,3,5,5,2,2,2,Developing,Medium
S00293,23,Middle,None,Micro:bit,2,2,1,5,3,3,6,35,7,3,411,43,58,15,3,4,3,5,3,4,2,Beginner,Low
S00294,23,High,Beginner,Python,3,3,4,2,3,5,3,35,17,4,151,61,83,22,3,5,5,2,5,1,1,Developing,Medium
S00295,14,High,Intermediate,Blockly,5,5,4,3,3,3,3,56,17,2,335,60,71,11,5,3,4,2,5,3,2,Expert,High
S00296,19,Middle,Beginner,Scratch,2,3,1,4,1,4,7,39,14,3,251,63,80,17,3,3,5,5,6,1,1,Proficient,Low
S00297,16,High,Beginner,Micro:bit,2,5,4,5,4,4,10,58,13,2,367,43,57,14,2,4,3,4,4,3,1,Beginner,Medium
S00298,34,Middle,Beginner,Micro:bit,5,4,1,5,3,3,4,47,8,4,185,40,62,22,2,4,5,3,5,1,2,Proficient,Low
S00299,20,High,Beginner,Micro:bit,4,3,2,2,5,4,8,51,13,4,425,59,78,19,5,5,4,4,4,3,1,Developing,Low
S00300,19,Middle,None,Scratch,2,3,2,4,3,3,9,37,14,5,229,66,85,19,5,4,3,5,2,3,2,Expert,Low
S00301,18,High,Intermediate,Scratch,2,5,1,4,5,4,4,59,14,4,96,54,66,12,4,4,3,3,6,1,2,Proficient,Low
S00302,17,High,None,Blockly,4,4,3,2,2,5,3,44,13,5,423,40,58,18,3,3,4,2,2,2,2,Expert,Low
S00303,19,High,Beginner,Blockly,4,5,2,3,2,4,9,30,12,5,113,53,71,18,3,3,3,4,4,1,1,Developing,High
S00304,34,High,Beginner,Scratch,3,4,4,3,1,3,9,32,20,2,134,41,56,15,4,5,4,2,4,3,2,Proficient,Medium
S00305,35,Middle,Beginner,Blockly,5,2,2,2,4,5,9,37,20,5,185,58,83,25,2,3,3,4,4,1,1,Proficient,Low
S00306,17,High,Beginner,Blockly,4,4,1,5,1,4,9,50,7,4,486,58,70,12,2,5,5,5,3,1,1,Proficient,Medium
S00307,33,High,Beginner,Blockly,3,5,3,2,5,5,9,35,12,5,191,54,68,14,2,4,3,4,5,1,2,Developing,Low
S00308,25,Middle,None,Scratch,3,4,2,3,3,3,4,29,18,5,251,44,57,13,4,5,4,3,3,1,1,Expert,High
S00309,22,High,Intermediate,Micro:bit,3,5,1,5,4,3,3,34,7,5,429,60,83,23,2,5,3,4,5,3,2,Expert,Low
S00310,25,Middle,None,Micro:bit,5,5,1,5,5,3,6,58,13,4,326,43,55,12,2,4,3,4,6,4,1,Developing,Low
S00311,32,High,None,Micro:bit,5,5,1,5,5,4,4,51,16,4,279,53,68,15,5,3,3,3,2,1,1,Proficient,Medium
S00312,30,Middle,Intermediate,Python,3,5,3,5,5,5,5,36,15,3,388,46,58,12,4,5,3,2,2,3,1,Proficient,Medium
S00313,12,High,Intermediate,Blockly,5,3,1,5,3,4,6,27,8,5,285,40,58,18,4,4,3,3,5,3,1,Developing,High
S00314,12,High,Intermediate,Scratch,4,3,4,2,5,4,9,60,12,5,191,65,83,18,4,3,5,4,4,4,2,Developing,High
S00315,32,Middle,Intermediate,Scratch,3,5,5,2,2,3,4,36,5,2,265,64,85,21,3,5,4,2,6,1,1,Developing,Low
S00316,18,Middle,Beginner,Blockly,4,3,1,5,5,3,3,55,6,2,415,46,60,14,4,3,5,4,3,2,2,Developing,Medium
S00317,33,High,Intermediate,Scratch,2,4,3,4,2,3,4,57,11,5,407,49,72,23,2,4,4,4,4,1,1,Developing,Low
S00318,29,Middle,None,Python,2,5,5,4,3,3,3,52,19,4,127,48,72,24,2,5,4,3,2,1,2,Proficient,High
S00319,21,Middle,None,Scratch,3,2,5,4,3,3,8,42,9,4,298,57,75,18,2,5,4,5,6,2,1,Beginner,High
S00320,33,Middle,Beginner,Scratch,4,2,1,5,3,4,10,51,12,2,322,64,74,10,5,5,5,2,5,4,2,Beginner,High
S00321,23,Middle,Beginner,Python,4,4,3,5,4,4,4,49,5,2,219,66,86,20,3,5,4,2,4,4,2,Proficient,Low
S00322,31,High,Intermediate,Python,3,2,2,5,4,3,9,55,8,4,345,44,68,24,4,5,5,4,6,1,2,Developing,Low
S00323,30,Middle,Beginner,Python,3,2,4,2,1,4,6,48,17,5,231,57,82,25,2,3,5,5,3,3,1,Developing,High
S00324,14,Middle,Intermediate,Micro:bit,4,4,4,4,5,3,8,59,9,2,188,62,87,25,3,5,3,5,2,2,2,Developing,High
S00325,16,High,Intermediate,Scratch,3,2,4,4,1,3,9,49,9,3,104,50,73,23,4,4,4,3,5,2,2,Developing,Medium
S00326,16,Middle,Intermediate,Blockly,2,2,4,3,3,3,7,31,5,4,273,44,69,25,2,4,3,3,4,2,2,Developing,Medium
S00327,25,Middle,Intermediate,Blockly,4,3,4,5,4,5,9,54,10,2,285,69,90,21,4,3,3,5,5,2,1,Expert,Low
S00328,24,High,None,Micro:bit,2,3,5,2,5,5,8,56,13,2,183,61,75,14,2,5,4,5,2,4,1,Developing,High
S00329,25,High,Beginner,Blockly,5,4,3,2,1,4,3,29,19,2,112,59,69,10,2,5,5,3,5,1,2,Proficient,Low
S00330,29,Middle,Beginner,Micro:bit,2,2,2,3,2,3,6,48,9,3,230,53,71,18,3,4,5,3,4,4,1,Developing,High
S00331,19,High,Beginner,Blockly,3,4,5,2,3,4,4,59,11,5,215,52,65,13,3,3,3,3,3,1,1,Expert,Medium
S00332,23,Middle,None,Scratch,3,3,1,3,4,5,6,44,16,5,315,54,67,13,4,4,4,2,2,4,2,Developing,Low
S00333,26,Middle,Intermediate,Python,4,2,5,4,3,5,9,45,8,3,303,55,70,15,5,4,4,5,2,1,2,Developing,High
S00334,31,Middle,Beginner,Micro:bit,5,5,5,5,3,5,7,31,16,5,106,67,90,23,2,3,5,3,4,4,2,Beginner,High
S00335,27,High,Beginner,Python,4,5,2,5,4,4,7,27,12,3,148,65,85,20,3,4,5,5,2,4,2,Proficient,Medium
S00336,29,High,Beginner,Blockly,5,3,2,5,2,5,9,58,14,5,147,66,85,19,5,5,3,3,5,3,1,Expert,Low
S00337,19,High,Intermediate,Python,3,3,2,5,1,3,9,44,14,3,295,48,63,15,2,5,5,3,2,1,2,Expert,Low
S00338,12,Middle,Intermediate,Micro:bit,2,2,4,3,1,5,3,46,11,3,480,69,93,24,5,5,5,4,2,4,2,Beginner,Low
S00339,34,High,Beginner,Scratch,3,5,4,3,1,3,9,47,19,2,435,44,61,17,5,4,5,4,4,3,2,Proficient,Low
S00340,24,High,Intermediate,Scratch,3,4,5,2,2,5,9,53,20,2,358,64,84,20,3,4,3,2,3,2,1,Developing,High
S00341,18,Middle,Beginner,Scratch,4,5,5,5,5,3,9,46,17,3,82,63,82,19,2,5,3,2,4,2,1,Proficient,High
S00342,34,Middle,None,Scratch,2,3,5,5,2,3,6,45,11,5,349,58,75,17,4,4,5,2,5,2,1,Expert,Medium
S00343,28,Middle,Intermediate,Scratch,4,2,2,4,2,5,6,29,18,5,291,49,74,25,4,5,3,4,4,1,1,Beginner,High
S00344,15,High,Intermediate,Micro:bit,5,3,4,5,2,3,10,43,15,3,429,41,55,14,4,3,4,5,5,2,2,Expert,Medium
S00345,15,High,Intermediate,Python,3,2,4,2,1,3,10,42,13,4,158,54,78,24,4,5,4,4,4,4,1,Expert,Medium
S00346,12,Middle,Beginner,Blockly,4,2,1,4,1,5,9,30,6,4,498,54,79,25,4,4,3,5,4,3,2,Proficient,Medium
S00347,21,Middle,Beginner,Blockly,3,5,2,5,5,4,5,55,18,3,181,54,72,18,4,3,4,2,4,1,2,Proficient,Low
S00348,35,High,Intermediate,Scratch,3,2,3,2,1,5,8,60,7,3,218,47,70,23,4,3,3,2,3,1,2,Expert,Medium
S00349,14,High,Intermediate,Python,5,2,3,2,3,3,3,48,19,5,475,55,72,17,2,4,5,2,3,2,2,Developing,Medium
S00350,23,High,Intermediate,Python,3,2,3,5,3,4,8,42,5,5,91,60,78,18,5,5,3,3,3,3,2,Proficient,Low
S00351,13,High,Beginner,Blockly,2,4,4,4,1,3,6,57,20,3,216,48,62,14,3,3,4,3,6,4,2,Beginner,Low
S00352,26,Middle,Beginner,Blockly,5,2,2,5,1,3,3,50,5,3,360,55,75,20,2,4,3,3,3,1,1,Developing,Low
S00353,19,Middle,None,Blockly,2,4,4,3,5,3,10,42,17,4,151,47,63,16,5,3,5,3,4,3,1,Developing,High
S00354,18,Middle,Beginner,Scratch,5,3,3,5,3,3,7,35,6,5,204,54,69,15,5,3,3,5,6,1,2,Proficient,Medium
S00355,26,High,Intermediate,Python,2,5,4,2,4,4,3,52,13,3,318,54,75,21,4,4,5,2,2,4,2,Beginner,Medium
S00356,21,Middle,None,Micro:bit,2,2,2,2,4,3,4,56,5,3,493,68,88,20,5,3,5,2,5,3,1,Developing,Low
S00357,27,Middle,None,Python,5,4,3,5,5,3,8,34,8,4,458,42,54,12,4,3,4,3,6,1,2,Expert,High
S00358,16,High,None,Python,5,5,1,2,3,4,4,43,13,3,357,51,71,20,2,5,4,5,3,2,1,Developing,Low
S00359,35,High,Intermediate,Scratch,2,3,2,3,3,4,6,59,11,3,95,56,78,22,4,4,5,2,6,4,2,Beginner,Low
S00360,23,Middle,None,Python,5,4,4,2,5,4,8,27,16,4,454,49,65,16,2,5,5,5,4,1,1,Expert,Medium
S00361,17,Middle,None,Python,3,4,2,5,1,3,9,49,19,2,279,62,87,25,3,4,4,4,2,4,1,Expert,Medium
S00362,21,Middle,Intermediate,Scratch,5,3,5,3,4,5,9,57,8,3,168,66,82,16,4,5,3,2,2,4,2,Beginner,Medium
S00363,25,High,Beginner,Python,3,3,3,5,4,5,5,47,15,2,331,52,70,18,2,5,5,5,3,1,2,Expert,Medium
S00364,22,Middle,None,Blockly,4,5,3,5,4,5,9,53,5,5,416,57,78,21,5,4,5,5,5,3,2,Proficient,Low
S00365,30,High,Intermediate,Python,2,4,1,4,3,3,10,53,13,3,400,54,64,10,2,3,3,3,5,4,1,Proficient,High
S00366,17,Middle,Beginner,Blockly,2,3,3,4,1,4,10,55,6,4,233,48,73,25,5,5,4,2,5,4,1,Developing,Medium
S00367,21,High,Intermediate,Blockly,5,5,3,5,2,3,6,39,8,5,197,57,80,23,5,4,3,2,6,4,2,Proficient,Medium
S00368,23,Middle,Beginner,Scratch,3,4,1,5,2,4,6,26,17,5,112,54,72,18,4,5,3,3,4,2,2,Developing,Medium
S00369,29,High,Intermediate,Blockly,4,3,3,2,1,4,10,25,19,5,461,60,78,18,5,5,5,5,4,1,1,Developing,Medium
S00370,31,High,Beginner,Scratch,3,5,4,5,4,4,4,25,20,3,488,58,74,16,5,4,4,2,2,2,1,Proficient,Medium
S00371,15,Middle,None,Blockly,2,5,1,3,1,3,8,25,20,5,484,60,73,13,4,3,5,2,4,1,2,Developing,Medium
S00372,24,High,Intermediate,Micro:bit,2,3,1,2,3,3,4,52,11,3,138,61,82,21,4,3,4,3,6,3,2,Beginner,Low
S00373,26,High,Intermediate,Blockly,4,4,2,3,4,5,5,37,20,5,440,50,63,13,3,3,3,2,2,4,1,Expert,High
S00374,27,High,None,Python,4,4,3,2,1,5,3,35,12,3,436,67,79,12,2,3,4,4,3,2,1,Proficient,High
S00375,17,High,Beginner,Micro:bit,4,5,2,5,2,4,8,36,18,2,381,42,52,10,2,4,5,5,5,1,1,Developing,Medium
S00376,27,High,None,Blockly,5,4,4,3,1,3,3,56,18,2,308,43,59,16,5,5,4,2,4,1,2,Beginner,Low
S00377,21,Middle,Beginner,Scratch,4,4,2,5,2,4,4,31,6,4,390,40,58,18,5,5,4,3,6,4,2,Developing,Medium
S00378,31,High,Intermediate,Micro:bit,5,3,3,5,1,3,4,35,9,4,126,49,64,15,3,3,4,4,2,1,1,Proficient,Medium
S00379,35,High,Intermediate,Blockly,4,3,1,2,5,5,9,38,11,3,457,57,67,10,5,5,4,2,5,2,1,Developing,High
S00380,34,Middle,None,Python,3,4,5,2,3,3,4,47,20,2,101,57,71,14,3,3,3,3,4,3,1,Beginner,Medium
S00381,12,High,Beginner,Python,2,3,2,4,4,4,10,43,5,3,283,64,87,23,3,5,5,5,3,2,1,Proficient,High
S00382,17,High,None,Micro:bit,2,4,2,2,2,3,4,58,20,2,470,40,59,19,4,4,3,2,2,1,1,Developing,Medium
S00383,26,High,Beginner,Python,3,3,5,3,4,5,8,57,19,5,186,65,88,23,4,5,3,4,2,1,1,Proficient,Low
S00384,28,High,Beginner,Blockly,4,3,4,3,2,4,9,42,18,4,328,40,56,16,2,5,3,3,2,2,2,Expert,High
S00385,28,High,Intermediate,Python,2,2,3,4,4,3,5,59,6,5,461,40,65,25,5,5,4,2,2,3,1,Beginner,Medium
S00386,22,High,Intermediate,Micro:bit,4,3,1,3,3,5,5,34,6,5,141,49,67,18,5,4,4,4,5,2,2,Beginner,High
S00387,25,High,Intermediate,Blockly,2,5,2,4,2,4,9,50,12,4,434,53,69,16,2,3,4,5,2,1,2,Expert,Low
S00388,16,High,Intermediate,Micro:bit,5,3,5,3,2,5,3,30,17,4,367,46,65,19,2,5,4,2,4,2,2,Beginner,Low
S00389,20,High,None,Micro:bit,3,5,2,2,1,4,6,46,14,4,92,55,80,25,4,3,4,3,2,4,1,Beginner,High
S00390,30,High,Intermediate,Blockly,4,2,5,3,2,5,8,43,13,2,288,44,61,17,4,5,3,2,5,4,1,Expert,Medium
S00391,21,Middle,Beginner,Python,4,3,5,3,2,3,4,49,5,5,445,63,80,17,3,5,4,2,5,1,1,Developing,Low
S00392,29,High,Intermediate,Scratch,3,5,5,5,2,5,6,32,7,2,115,50,70,20,3,4,5,3,4,3,2,Developing,Medium
S00393,29,Middle,Beginner,Micro:bit,5,2,4,2,4,5,3,28,13,2,178,63,74,11,4,4,3,4,6,2,2,Proficient,Low
S00394,16,High,None,Scratch,4,4,5,5,3,4,4,34,19,4,475,63,87,24,5,4,3,3,4,4,2,Expert,Medium
S00395,34,Middle,Beginner,Scratch,2,3,2,4,3,5,9,26,10,2,470,65,84,19,2,4,5,3,2,1,2,Developing,High
S00396,13,Middle,None,Micro:bit,4,4,5,2,5,3,4,59,9,2,395,44,56,12,3,3,3,3,5,3,2,Proficient,Low
S00397,12,High,Intermediate,Scratch,5,2,5,3,2,3,6,25,6,3,136,67,87,20,5,3,3,3,2,3,2,Developing,Low
S00398,35,High,Beginner,Blockly,4,4,5,4,4,3,6,43,10,4,151,54,70,16,5,5,5,5,3,2,1,Developing,Medium
S00399,26,Middle,None,Micro:bit,4,5,2,3,5,3,4,54,13,3,295,44,58,14,5,4,4,2,3,2,1,Expert,High
S00400,21,High,Intermediate,Scratch,3,4,3,5,1,5,10,32,9,4,151,56,67,11,2,4,4,5,4,1,2,Developing,Low
S00401,23,High,None,Scratch,3,2,2,4,4,5,8,56,9,4,210,66,91,25,3,5,4,5,3,1,2,Expert,Low
